ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	SUBGROUP	FORM	SPANISH	TOKENS	VALUE	BORROWING	MORPHEMES	NOTE	SOURCE
5372	t u r i	716	brother (woman's)	Chetilla	Quechua	turi	hermano (de mujer)	t u r i	turi				quesada1976
5373	h i l a	668	brother (woman's)	Chipaya	Uru-Chipaya	hila	hermano (de mujer)	h i l a	hila	aymara			heggarty2005
5374	t u r a	716	brother (woman's)	Curva	Quechua	tura	hermano (de mujer)	t u r a	tura				heggarty2005
5375	t u r a	716	brother (woman's)	Cuzco	Quechua	tura	hermano (de mujer)	t u r a	tura				heggarty2005
5376	p a n a	5624	brother (woman's)	CuzquenoAntiguo	Quechua	pana	hermano (de mujer)	p a n a	pana				holguin1608
5377	t u r i	716	brother (woman's)	Huallaga	Quechua	turi	hermano (de mujer)	t u r i	turi				heggarty2005
5378	t u l i	716	brother (woman's)	Huanca	Quechua	tuli	hermano (de mujer)	t u l i	tuli				cerron2018
5379	h i l a	668	brother (woman's)	Huancane	Aymara	hila	hermano (de mujer)	h i l a	hila				heggarty2005
5380	t u ɾ i	716	brother (woman's)	Huangascar	Quechua	turi	hermano (de mujer)	t u ɾ i	turi				shimelman2017
5381	t u ɾ i	716	brother (woman's)	HuarazHuailas	Quechua	turi	hermano (de mujer)	t u ɾ i	turi				parkerchavez1976
5382	w au k i	666	brother (woman's)	Imbabura	Quechua	wawki	hermano (de mujer)	w au k i	wawki				gomez2009
5383	u k n i	5627	brother (woman's)	Inkawasi	Quechua	ukni	hermano (de mujer)	u k n i	uk(ə)ni			"mi otro" (Taylor 1996)	heggarty2005
5384	tʃ i ʃ	669	brother (woman's)	Iruhito	Uru-Chipaya	tšíš	hermano (de mujer)	tʃ i ʃ	tšíš				cerron2016
5385	a l u	14	brother (woman's)	Jaqaru	Aymara	alu	hermano (de mujer)	a l u	alu				heggarty2005
5386	a l u	14	brother (woman's)	Kawki	Aymara	alu	hermano (de mujer)	a l u	alu				heggarty2005
5387	t u r i	716	brother (woman's)	Lamas	Quechua	turi	hermano (de mujer)	t u r i	turi				taylor2006
5388	t u r i	716	brother (woman's)	Laraos	Quechua	turi	hermano (de mujer)	t u r i	turi				heggarty2005
5389	t u ɾ i	716	brother (woman's)	Lincha-Tana	Quechua	turi	hermano (de mujer)	t u ɾ i	turi				shimelman2017
5390	ɲ a ɲ a	5669	brother (woman's)	Maragua	Quechua	ñaña	hermano (de mujer)	ɲ a ɲ a	ñaña				heggarty2005
5391	t u r i	716	brother (woman's)	Napo	Quechua	turi	hermano (de mujer)	t u r i	turi				orrwrisley1981
5392	t u ɾ i	716	brother (woman's)	Pacaraos	Quechua	turi	hermano (de mujer)	t u ɾ i	turi				adelaar1982
5393	t u r i	716	brother (woman's)	Pastaza	Quechua	turi	hermano (de mujer)	t u r i	turi				landerman1973
5394	ɲ a ɲ a	5669	brother (woman's)	Pocona	Quechua	ñaña	hermano (de mujer)	ɲ a ɲ a	ñaña				heggarty2005
5395	h i l a	668	brother (woman's)	Puki	Aymara	hila	hermano (de mujer)	h i l a	hila				heggarty2005
5396	t u r a	716	brother (woman's)	Puno	Quechua	tura	hermano (de mujer)	t u r a	tura				heggarty2005
5397	t u r i	716	brother (woman's)	Putumayo	Quechua	turi	hermano (de mujer)	t u r i	turi				tandioy1978
5398	t u ɾ i	716	brother (woman's)	Raimondi	Quechua	turi	hermano (de mujer)	t u ɾ i	turi				parkerchavez1976
5399	ɲ a ɲ a	5669	sister (woman's)	SanPedro	Quechua	ñaña	hermano (de mujer)	ɲ a ɲ a	ñaña				shimelman2017
5400	t u ɾ a	716	brother (woman's)	Santiagueno	Quechua	tura	hermano (de mujer)	t u ɾ a	tura				juanatey2021
5401	t o r a	716	brother (woman's)	SantoTomas	Quechua	tora	hermano (de mujer)	t o r a	tora, tori				santotomas1951
5402	t o r i	716	brother (woman's)	SantoTomas	Quechua	tori	hermano (de mujer)	t o r i	tora, tori				santotomas1951
5403	t u r i	716	brother (woman's)	Serena	Quechua	turi	hermano (de mujer)	t u r i	turi				heggarty2005
5404	h i l a	668	brother (woman's)	Sullkatiti	Aymara	hila	hermano (de mujer)	h i l a	hila				heggarty2005
5405	t u r a	716	brother (woman's)	Taquile	Quechua	tura	hermano (de mujer)	t u r a	tura				heggarty2005
5406	t u ɾ i	716	brother (woman's)	Tarma	Quechua	turi	hermano (de mujer)	t u ɾ i	turi				adelaar1977
5407	t u r i	716	brother (woman's)	Troje	Quechua	turi	hermano (de mujer)	t u r i	turi				heggarty2005
5408	ts i s i	669	brother (woman's)	Tsimu	Uru-Chipaya	tsís-i	hermano (de mujer)	ts i s i	tsís-i				cerron2016
5409	t u ɾ i	716	brother (woman's)	Wari	Quechua	turi	hermano (de mujer)	t u ɾ i	turi				parkerchavez1976
5410	t u r i	716	brother (woman's)	Yanac	Quechua	turi	hermano (de mujer)	t u r i	turi				heggarty2005
5411	t u r a	716	sister (man's)	Anonimo	Quechua	turantin	hermana (de varón)	t u r a	turantin				valera1586
5412	p a n i	5624	sister (man's)	Apuri	Quechua	pani	hermana (de varón)	p a n i	pani				shimelman2017
5413	p a n a	5624	sister (man's)	Apurimac	Quechua	pana	hermana (de varón)	p a n a	pana				camacho2007
5414	p a n i	5624	sister (man's)	Arma	Quechua	pani	hermana (de varón)	p a n i	pani				galvez2003
5415	p a n i	5624	sister (man's)	Atalla	Quechua	pani	hermana (de varón)	p a n i	pani				heggarty2005
5416	p a n i	5624	sister (man's)	Ayacucho	Quechua	pani	hermana (de varón)	p a n i	pani				soto1976
5417	p a n i	5624	sister (man's)	Bobonaza	Quechua	pani	hermana (de varón)	p a n i	pani				orrwrisley1981
5418	p a n i	5624	sister (man's)	Cacra-Hongos	Quechua	pani	hermana (de varón)	p a n i	pani				shimelman2017
5419	p a n i	5624	sister (man's)	Chachapoyas	Quechua	pani	hermana (de varón)	p a n i	pani				taylor2006
5420	p a n i	5624	sister (man's)	Chacpar	Quechua	pani	hermana (de varón)	p a n i	pani				heggarty2005
5421	p a n i	5624	sister (man's)	Chetilla	Quechua	pani	hermana (de varón)	p a n i	pani				quesada1976
5422	k u ʎ a k a	5626	sister (man's)	Chipaya	Uru-Chipaya	kuλaka	hermana (de varón)	k u ʎ a k a	kuλaka	aymara			heggarty2005
5423	p a n a	5624	sister (man's)	Curva	Quechua	pana	hermana (de varón)	p a n a	pana				heggarty2005
5424	p a n a	5624	sister (man's)	Cuzco	Quechua	pana	hermana (de varón)	p a n a	pana				heggarty2005
5425	t u r a	716	sister (man's)	CuzquenoAntiguo	Quechua	tura	hermana (de varón)	t u r a	tura				holguin1608
5426	p a ɲ i	5624	sister (man's)	Huallaga	Quechua	pañi	hermana (de varón)	p a ɲ i	pañi				heggarty2005
5427	p a n i	5624	sister (man's)	Huanca	Quechua	pani	hermana (de varón)	p a n i	pani				cerron2018
5428	k u ʎ a k a	5626	sister (man's)	Huancane	Aymara	kuλaka	hermana (de varón)	k u ʎ a k a	kuλaka				heggarty2005
5429	p a n i	5624	sister (man's)	Huangascar	Quechua	pani	hermana (de varón)	p a n i	pani				shimelman2017
5430	p a ɲ i	5624	sister (man's)	HuarazHuailas	Quechua	pani	hermana (de varón)	p a ɲ i	pani				parkerchavez1976
5431	ɲ a ɲ a	5669	sister (man's)	Imbabura	Quechua	ñaña	hermana (de varón)	ɲ a ɲ a	ñaña				gomez2009
5432	u k n i	5627	sister (man's)	Inkawasi	Quechua	ukni	hermana (de varón)	u k n i	uk(ə)ni				heggarty2005
5433	tʃ i n k i	5628	sister (man's)	Jaqaru	Aymara	činki	hermana (de varón)	tʃ i n k i	činki				heggarty2005
5434	tʃ i n k i	5628	sister (man's)	Kawki	Aymara	činki	hermana (de varón)	tʃ i n k i	činki				heggarty2005
5435	p a n i	5624	sister (man's)	Lamas	Quechua	pani	hermana (de varón)	p a n i	pani				taylor2006
5436	p a n i	5624	sister (man's)	Laraos	Quechua	pani	hermana (de varón)	p a n i	pani				heggarty2005
5437	p a n i	5624	sister (man's)	Lincha-Tana	Quechua	pani	hermana (de varón)	p a n i	pani				shimelman2017
5438	ɲ a ɲ a	5669	sister (man's)	Maragua	Quechua	ñaña	hermana (de varón)	ɲ a ɲ a	ñaña				heggarty2005
5439	p a n i	5624	sister (man's)	Napo	Quechua	pani	hermana (de varón)	p a n i	pani				orrwrisley1981
5440	p a n i	5624	sister (man's)	Pacaraos	Quechua	pani	hermana (de varón)	p a n i	pani				adelaar1982
5441	p a n i	5624	sister (man's)	Pastaza	Quechua	pani	hermana (de varón)	p a n i	pani				landerman1973
5442	ɲ a ɲ a	5669	sister (man's)	Pocona	Quechua	ñaña	hermana (de varón)	ɲ a ɲ a	ñaña				heggarty2005
5443	k u ʎ a k a	5626	sister (man's)	Puki	Aymara	kuλaka	hermana (de varón)	k u ʎ a k a	kuλaka				heggarty2005
5444	p a n a	5624	sister (man's)	Puno	Quechua	pana	hermana (de varón)	p a n a	pana				heggarty2005
5445	p a n i	5624	sister (man's)	Putumayo	Quechua	pani	hermana (de varón)	p a n i	pani				tandioy1978
5446	w au q e	666	brother (man's)	SanPedro	Quechua	wawqi	hermana (de varón)	w au q e	wawqi				shimelman2017
5447	p a n a	5624	sister (man's)	Santiagueno	Quechua	pana	hermana (de varón)	p a n a	pana				juanatey2021
5448	p a n a	5624	sister (man's)	SantoTomas	Quechua	pana	hermana (de varón)	p a n a	pana			hermana cualquiera	santotomas1951
5449	p a ɲ i	5624	sister (man's)	Serena	Quechua	pañi	hermana (de varón)	p a ɲ i	pañi				heggarty2005
5450	k u ʎ a k a	5626	sister (man's)	Sullkatiti	Aymara	kuλaka	hermana (de varón)	k u ʎ a k a	kuλaka				heggarty2005
5451	p a n a	5624	sister (man's)	Taquile	Quechua	pana	hermana (de varón)	p a n a	pana				heggarty2005
5452	p a n i	5624	sister (man's)	Tarma	Quechua	pani	hermana (de varón)	p a n i	pani				adelaar1977
5453	p a n i	5624	sister (man's)	Troje	Quechua	pani	hermana (de varón)	p a n i	pani				heggarty2005
5454	p a ɲ i	5624	sister (man's)	Wari	Quechua	pani	hermana (de varón)	p a ɲ i	pani				parkerchavez1976
5455	p a n i	5624	sister (man's)	Yanac	Quechua	pani	hermana (de varón)	p a n i	pani				heggarty2005
5456	ɲ a ɲ a	5669	sister (woman's)	Anonimo	Quechua	ñañantin	hermana (de mujer)	ɲ a ɲ a	ñañantin				valera1586
5457	ɲ a ɲ a	5669	sister (woman's)	Apuri	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				shimelman2017
5458	ɲ a ɲ a	5669	sister (woman's)	Apurimac	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				camacho2007
5459	ɲ a ɲ a	5669	sister (woman's)	Arma	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				galvez2003
5460	ɲ a ɲ a	5669	sister (woman's)	Atalla	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				heggarty2005
5461	ɲ a ɲ a	5669	sister (woman's)	Ayacucho	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				soto1976
5462	ɲ a ɲ a	5669	sister (woman's)	Bobonaza	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				orrwrisley1981
5463	ɲ a ɲ a	5669	sister (woman's)	Cacra-Hongos	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				shimelman2017
5464	ɲ a ɲ a	5669	sister (woman's)	Chachapoyas	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				taylor2006
5465	ɲ a ɲ a	5669	sister (woman's)	Chacpar	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				heggarty2005
5466	m a s a	5625	sister (woman's)	Chetilla	Quechua	masa	hermana (de mujer)	m a s a	masa				heggarty2005
5467	k u ʎ a k a	5626	sister (woman's)	Chipaya	Uru-Chipaya	kuλaka	hermana (de mujer)	k u ʎ a k a	kuλaka	aymara			heggarty2005
5468	ɲ a ɲ a	5669	sister (woman's)	Curva	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				heggarty2005
5469	ɲ a ɲ a	5669	sister (woman's)	Cuzco	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				heggarty2005
5470	ɲ a ɲ a	5669	sister (woman's)	CuzquenoAntiguo	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				holguin1608
5471	ɲ a ɲ a	5669	sister (woman's)	Huallaga	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				heggarty2005
5472	ɲ a ɲ a	5669	sister (woman's)	Huanca	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				cerron1976
5473	k u ʎ a k a	5626	sister (woman's)	Huancane	Aymara	kuλaka	hermana (de mujer)	k u ʎ a k a	kuλaka				heggarty2005
5474	ɲ a ɲ a	5669	sister (woman's)	Huangascar	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				shimelman2017
5475	n a n a	5669	sister (woman's)	HuarazHuailas	Quechua	nana	hermana (de mujer)	n a n a	nana				parkerchavez1976
5476	ɲ a ɲ a	5669	sister (woman's)	Imbabura	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				gomez2009
5477	u k n i	5627	sister (woman's)	Inkawasi	Quechua	ukni	hermana (de mujer)	u k n i	uk(ə)ni				heggarty2005
5478	tʃ i n k i	5628	sister (woman's)	Jaqaru	Aymara	činki	hermana (de mujer)	tʃ i n k i	činki				heggarty2005
5479	tʃ i n k i	5628	sister (woman's)	Kawki	Aymara	činki	hermana (de mujer)	tʃ i n k i	činki				heggarty2005
5480	ɲ a ɲ a	5669	sister (woman's)	Lamas	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				taylor2006
5481	ɲ a ɲ a	5669	sister (woman's)	Laraos	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				heggarty2005
5482	ɲ u ɲ u	5669	sister (woman's)	Lincha-Tana	Quechua	ñuñu	hermana (de mujer)	ɲ u ɲ u	ñuñu				shimelman2017
5483	ɲ a ɲ a	5669	sister (woman's)	Maragua	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				heggarty2005
5484	ɲ a ɲ a	5669	sister (woman's)	Napo	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				orrwrisley1981
5485	ɲ a ɲ a	5669	sister (woman's)	Pacaraos	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				adelaar1982
5486	ɲ a ɲ a	5669	sister (woman's)	Pastaza	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				landerman1973
5487	ɲ a ɲ a	5669	sister (woman's)	Pocona	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				heggarty2005
5488	k u ʎ a k a	5626	sister (woman's)	Puki	Aymara	kuλaka	hermana (de mujer)	k u ʎ a k a	kuλaka				heggarty2005
5489	ɲ a ɲ a	5669	sister (woman's)	Puno	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				heggarty2005
5490	ɲ a ɲ a	5669	sister (woman's)	Putumayo	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				tandioy1978
5491	t u ɾ i	716	brother (woman's)	SanPedro	Quechua	turi	hermana (de mujer)	t u ɾ i	turi				shimelman2017
5492	ɲ a ɲ a	5669	sister (woman's)	Santiagueno	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				juanatey2021
5493	ɲ a ɲ a	5669	sister (woman's)	SantoTomas	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				santotomas1996
5494	ɲ a ɲ a	5669	sister (woman's)	Serena	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				heggarty2005
5495	k u ʎ a k a	5626	sister (woman's)	Sullkatiti	Aymara	kuλaka	hermana (de mujer)	k u ʎ a k a	kuλaka				heggarty2005
5496	ɲ a ɲ a	5669	sister (woman's)	Taquile	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				heggarty2005
5497	n a n a	5669	sister (woman's)	Tarma	Quechua	nana	hermana (de mujer)	n a n a	nana				adelaar1977
5498	ɲ a ɲ a	5669	sister (woman's)	Troje	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				heggarty2005
5499	ɳ a ɳ a	5669	sister (woman's)	Wari	Quechua	ñaña	hermana (de mujer)	ɳ a ɳ a	ñaña				parkerchavez1976
5500	ɲ a ɲ a	5669	sister (woman's)	Yanac	Quechua	ñaña	hermana (de mujer)	ɲ a ɲ a	ñaña				heggarty2005
5501	k ɔ s a	3216	husband	Anonimo	Quechua	coça	esposo	k ɔ s a	coça				valera1586
5503	q a ɾ i	3842	husband	Apuri	Quechua	qari	esposo	q a ɾ i	qari				shimelman2017
5504	q o s a	3216	husband	Apuri	Quechua	qusa	esposo	q o s a	qusa				shimelman2017
5505	w o s a	3216	husband	Apurimac	Quechua	wosa	esposo	w o s a	wosa				camacho2007
5506	χ u s a	3216	husband	Arma	Quechua	qusa	esposo	χ u s a	qusa				galvez2003
5507	χ u s a	3216	husband	Atalla	Quechua	χusa	esposo	χ u s a	χusa				heggarty2005
5508	χ o s a	3216	husband	Ayacucho	Quechua	qosa	esposo	χ o s a	qosa				soto1976
5509	k u s a	3216	husband	Bobonaza	Quechua	cusa	esposo	k u s a	cusa				orrwrisley1981
5510	q a l i	3842	husband	Cacra-Hongos	Quechua	qari	esposo	q a l i	qari				shimelman2017
5511	q o s a	3216	husband	Cacra-Hongos	Quechua	qusa	esposo	q o s a	qusa				shimelman2017
5512	k u s a	3216	husband	Chachapoyas	Quechua	kusa	esposo	k u s a	kusa				taylor2006
5513	q u w a	3216	husband	Chacpar	Quechua	quwa	esposo	q u w a	quwa				heggarty2005
5514	q u s a	3216	husband	Chetilla	Quechua	qusa	esposo	q u s a	qusa				heggarty2005
5515	l u k u	3217	husband	Chipaya	Uru-Chipaya	luku	esposo	l u k u	luku				heggarty2005
5516	q u s a	3216	husband	Curva	Quechua	qusa	esposo	q u s a	qusa				heggarty2005
5517	q u s a	3216	husband	Cuzco	Quechua	qusa	esposo	q u s a	qusa				heggarty2005
5518	k u s a	3216	husband	CuzquenoAntiguo	Quechua	coça	esposo	k u s a	coça				holguin1608
5519	q u s a	3216	husband	Huallaga	Quechua	qusa	esposo	q u s a	qusa				heggarty2005
5520	ʔ u s a	3216	husband	Huanca	Quechua	qusa	esposo	ʔ u s a	qusa				cerron1976
5521	ʔ u s a	3216	husband	Jauja	Quechua	qusa	esposo	ʔ u s a	qusa				cerron1976
5522	tʃ a tʃ a	3218	husband	Huancane	Aymara	čača	esposo	tʃ a tʃ a	čača				heggarty2005
5523	q a ɾ i	3842	husband	Huangascar	Quechua	qari	esposo	q a ɾ i	qari				shimelman2017
5524	q o s a	3216	husband	Huangascar	Quechua	qusa	esposo	q o s a	qusa				shimelman2017
5525	q o w a	3216	husband	HuarazHuailas	Quechua	qowa	esposo	q o w a	qowa				parkerchavez1976
5526	k u s a	3216	husband	Imbabura	Quechua	kusa	esposo	k u s a	kusa				gomez2009
5527	χ u s a	3216	husband	Inkawasi	Quechua	χusa	esposo	χ u s a	χusa				heggarty2005
5528	h ai n u	3219	husband	Jaqaru	Aymara	haynu	esposo	h ai n u	haynu				heggarty2005
5529	h ai n u	3219	husband	Kawki	Aymara	haynu	esposo	h ai n u	haynu				heggarty2005
5530	k u s a	3216	husband	Lamas	Quechua	kusa	esposo	k u s a	kusa				taylor2006
5531	q u s a	3216	husband	Laraos	Quechua	qusa	esposo	q u s a	qusa				heggarty2005
5532	q a ɾ i	3842	husband	Lincha-Tana	Quechua	qari	esposo	q a ɾ i	qari				shimelman2017
5533	q o s a	3216	husband	Lincha-Tana	Quechua	qusa	esposo	q o s a	qusa				shimelman2017
5534	q u s a	3216	husband	Maragua	Quechua	qusa	esposo	q u s a	qusa				heggarty2005
5535	k au s a	3216	husband	Napo	Quechua	causa	esposo	k au s a	causa				orrwrisley1981
5536	χ o w a	3216	husband	Pacaraos	Quechua	quwa	esposo	χ o w a	quwa				adelaar1982
5537	k u s a	3216	husband	Pastaza	Quechua	cusa	esposo	k u s a	cusa				landerman1973
5538	q u s a	3216	husband	Pocona	Quechua	qusa	esposo	q u s a	qusa				heggarty2005
5539	tʃ a tʃ a	3218	husband	Puki	Aymara	čača	esposo	tʃ a tʃ a	čača				heggarty2005
5540	q u s a	3216	husband	Puno	Quechua	qusa	esposo	q u s a	qusa				heggarty2005
5541	k u s a	3216	husband	Putumayo	Quechua	cusa	esposo	k u s a	cusa				tandioy1978
5543	q o w a	3216	husband	Raimondi	Quechua	qowa	esposo	q o w a	qowa				parkerchavez1976
5544	q a ɾ i	3842	husband	SanPedro	Quechua	qari	esposo	q a ɾ i	qari				shimelman2017
5545	q o s a	3216	husband	SanPedro	Quechua	qusa	esposo	q o s a	qusa				shimelman2017
5546	q o s a	3216	husband	Santiagueno	Quechua	qosa	esposo	q o s a	qosa				juanatey2021
5547	k o s a	3216	husband	SantoTomas	Quechua	coça	esposo	k o s a	coça				santotomas1951
5548	k a r i	3842	husband	Serena	Quechua	kari	esposo	k a r i	kari				heggarty2005
5549	tʃ a tʃ a	3218	husband	Sullkatiti	Aymara	čača	esposo	tʃ a tʃ a	čača				heggarty2005
5550	qʰ a r i	3842	husband	Taquile	Quechua	qhari	esposo	qʰ a r i	qhari				heggarty2005
5551	χ o w a	3216	husband	Tarma	Quechua	xuwa	esposo	χ o w a	xuwa				adelaar1977
5552	k u s a	3216	husband	Troje	Quechua	kusa	esposo	k u s a	kusa				heggarty2005
5553	q o w a	3216	husband	Wari	Quechua	qowa	esposo	q o w a	qowa				parkerchavez1976
5554	q u s a	3216	husband	Yanac	Quechua	qusa	esposo	q u s a	qusa				heggarty2005
5555	p u n tʃ au	998	day	Anonimo	Quechua	punchau	día	p u n tʃ au	punchau				valera1586
5556	p u n ʈ au	998	day	Apuri	Quechua	puntraw	día	p u n ʈ au	puntraw				shimelman2017
5557	p u - tʃ au	998	day	Apurimac	Quechua	puchaw	día	p u tʃ au	puchaw				camacho2007
5558	p u n tʃ au	998	day	Arma	Quechua	punchaw	día	p u n tʃ au	punchaw				galvez2003
5559	p u n tʃ au	998	day	Atalla	Quechua	pun.čaw	día	p u n tʃ au	pun.čaw				heggarty2005
5560	p u n tʃ au	998	day	Ayacucho	Quechua	punchaw	día	p u n tʃ au	punchaw				soto1976
5561	p u n dʒ a	998	day	Bobonaza	Quechua	punzha	día	p u n dʒ a	punzha				orrwrisley1981
5562	p u n ʈ au	998	day	Cacra-Hongos	Quechua	puntraw	día	p u n ʈ au	puntraw				shimelman2017
5563	p u n tʃ au	998	day	Chachapoyas	Quechua	punchaw	día	p u n tʃ au	punchaw				taylor2006
5564	h u n a q	1000	day	Chacpar	Quechua	hunaq	día	h u n a q	hunaq				heggarty2005
5565	p u n dʒ au	998	day	Chetilla	Quechua	pun.džaw	día	p u n dʒ au	pun.džaw				heggarty2005
5566	n o j	1001	day	Chipaya	Uru-Chipaya	noj	día	n o j	noj(i)				heggarty2005
5567	pʼ u n tʃ ai	998	day	Curva	Quechua	p'un.čay	día	pʼ u n tʃ ai	p'un.čay				heggarty2005
5568	pʼ u n tʃ ai	998	day	Cuzco	Quechua	p'un.čay	día	pʼ u n tʃ ai	p'un.čay				heggarty2005
5569	p u n tʃ au	998	day	CuzquenoAntiguo	Quechua	ppunchau	día	p u n tʃ au	ppunchau				holguin1608
5570	h u n a χ	1000	day	Huallaga	Quechua	hunaχ	día	h u n a χ	hunaχ				heggarty2005
5571	p u n - -	998	day	Huanca	Quechua	pun	día	p u n	pun				cerron2018
5572	u r u	1002	day	Huancane	Aymara	uru	día	u r u	uru				heggarty2005
5573	p u n ʈ au	998	day	Huangascar	Quechua	puntraw	día	p u n ʈ au	puntraw				shimelman2017
5574	x u ɲ a q	1000	day	HuarazHuailas	Quechua	hunaq	día	x u ɲ a q	hunaq				parkerchavez1976
5575	p u n tʃ a	998	day	Imbabura	Quechua	puncha	día	p u n tʃ a	puncha				gomez2009
5576	- u n a χ	1000	day	Inkawasi	Quechua	unaχ	día	u n a χ	unaχ				heggarty2005
5577	m a χ e ɲ i	7	day	Iruhito	Uru-Chipaya	maχéñi	día	m a χ e ɲ i	maχéñi				cerron2016
5578	u r u	1002	day	Jaqaru	Aymara	uru	día	u r u	uru				heggarty2005
5579	u r u	1002	day	Kawki	Aymara	uru	día	u r u	uru				heggarty2005
5580	p u n tʃ au	998	day	Lamas	Quechua	punchaw	día	p u n tʃ au	punchaw				taylor2006
5581	m u - j u n - -	36	day	Laraos	Quechua	muyun	día	m u j u n	muyun				heggarty2005
5582	p u n ʈ au	998	day	Lincha-Tana	Quechua	puntraw	día	p u n ʈ au	puntraw				shimelman2017
5583	pʼ u n tʃ ai	998	day	Maragua	Quechua	p'un.čay	día	pʼ u n tʃ ai	p'un.čay				heggarty2005
5584	p u n dʒ a	998	day	Napo	Quechua	punzha	día	p u n dʒ a	punzha				orrwrisley1981
5585	x u n a χ	1000	day	Pacaraos	Quechua	hunaq	día	x u n a χ	hunaq				adelaar1982
5586	p u n tʃ a	998	day	Pastaza	Quechua	puncha	día	p u n tʃ a	puncha				landerman1973
5587	pʼ u n tʃ ai	998	day	Pocona	Quechua	p'un.čay	día	pʼ u n tʃ ai	p'un.čay				heggarty2005
5588	u r u	1002	day	Puki	Aymara	uru	día	u r u	uru				heggarty2005
5589	pʼ u n tʃ ai	998	day	Puno	Quechua	p'un.čay	día	pʼ u n tʃ ai	p'un.čay				heggarty2005
5590	p u n tʃ a	998	day	Putumayo	Quechua	puncha	día	p u n tʃ a	puncha				tandioy1978
5591	x u ɲ a q	1000	day	Raimondi	Quechua	hunaq	día	x u ɲ a q	hunaq				parkerchavez1976
5592	p u n ʈ au	998	day	SanPedro	Quechua	puntraw	día	p u n ʈ au	puntraw				shimelman2017
5593	p u n tʃ au	998	day	Santiagueno	Quechua	punchaw	día	p u n tʃ au	punchaw				juanatey2021
5594	p u n tʃ au	998	day	SantoTomas	Quechua	punchao	día	p u n tʃ au	punchao				santotomas1951
5595	p u n dʒ a	998	day	Serena	Quechua	pun.dža	día	p u n dʒ a	pun.dža				heggarty2005
5596	u r u	1002	day	Sullkatiti	Aymara	uru	día	u r u	uru				heggarty2005
5597	pʼ u n tʃ au	998	day	Taquile	Quechua	p'un.čaw	día	pʼ u n tʃ au	p'un.čaw				heggarty2005
5598	χ o n a χ	1000	day	Tarma	Quechua	xunax	día	χ o n a χ	xunax				adelaar1977
5599	p u n dʒ a	998	day	Troje	Quechua	pun.dža	día	p u n dʒ a	pun.dža				heggarty2005
5600	m a χ e ɲ a	7	day	Tsimu	Uru-Chipaya	maχéña	día	m a χ e ɲ a	maχéña, ur̂u				cerron2016
5601	u r u	1002	day	Tsimu	Uru-Chipaya	ur̂u	día	u r u	maχéña, ur̂u	aymara			cerron2016
5602	x u ɲ a q	1000	day	Wari	Quechua	hunaq	día	x u ɲ a q	hunaq				parkerchavez1976
5603	- u n a q	1000	day	Yanac	Quechua	unaq	día	u n a q	unaq				heggarty2005
5604	t u t a	4463	night	Anonimo	Quechua	tuta	noche	t u t a	tuta				valera1586
5605	t u t a	4463	night	Apuri	Quechua	tuta	noche	t u t a	tuta				shimelman2017
5606	t u t a	4463	night	Apurimac	Quechua	tuta	noche	t u t a	tuta				camacho2007
5607	t u t a	4463	night	Arma	Quechua	tuta	noche	t u t a	tuta				galvez2003
5608	t u t a	4463	night	Atalla	Quechua	tuta	noche	t u t a	tuta				heggarty2005
