ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Borrowing,Partial_Cognacy
Huancane-74_mountain-1,,Huancane,74_mountain,quλu,quλu,q u ʎ u,,heggarty2005,254,,,,,243
Huangascar-74_mountain-1,,Huangascar,74_mountain,urqu,urqu,o ɾ q u,,shimelman2017,528,,,,,4106
HuarazHuailas-74_mountain-1,,HuarazHuailas,74_mountain,hirka,hirka,x i ɾ k a,,parkerchavez1976,165,,,,,195
Imbabura-74_mountain-1,,Imbabura,74_mountain,urku,urku,u ɾ k u,,gomez2009,528,,,,,4106
Inkawasi-74_mountain-1,,Inkawasi,74_mountain,χaγa,χaγa,χ a ʁ a,,heggarty2005,493,,,,aymara,38
Iruhito-74_mountain-1,,Iruhito,74_mountain,ó:χsʰá,ó:χsʰá,oː χ sʰ a,,cerron2016,529,,,,,4107
Jaqaru-74_mountain-1,,Jaqaru,74_mountain,qa:qa,qa:qa,q aː q a,,heggarty2005,160,,,,,193
Kawki-74_mountain-1,,Kawki,74_mountain,qaqa,qaqa,q a q a,,heggarty2005,160,,,,,193
Lamas-74_mountain-1,,Lamas,74_mountain,urku,urku,u r k u,,taylor2006,528,,,,,4106
Laraos-74_mountain-1,,Laraos,74_mountain,urqu,urqu,u r q u,,heggarty2005,528,,,,,4106
Lincha-Tana-74_mountain-1,,Lincha-Tana,74_mountain,urqu,urqu,o ɾ q u,,shimelman2017,528,,,,,4106
Maragua-74_mountain-1,,Maragua,74_mountain,urqu,urqu,u r q u,,heggarty2005,528,,,,,4106
Napo-74_mountain-1,,Napo,74_mountain,urcu,urcu,u r k u,,orrwrisley1981,528,,,,,4106
Pacaraos-74_mountain-1,,Pacaraos,74_mountain,hirka,hirka,x i ɾ k a,ya en desuso,adelaar1982,165,,,,,195
Pastaza-74_mountain-1,,Pastaza,74_mountain,urcu,urcu,u r k u,,landerman1973,528,,,,,4106
Pocona-74_mountain-1,,Pocona,74_mountain,urγu,urγu,u r ʁ u,,heggarty2005,528,,,,,4106
Puki-74_mountain-1,,Puki,74_mountain,quλu,quλu,q u ʎ u,,heggarty2005,254,,,,,243
Puno-74_mountain-1,,Puno,74_mountain,urqu,urqu,u r q u,,heggarty2005,528,,,,,4106
Putumayo-74_mountain-1,,Putumayo,74_mountain,sachucu,sachucu,s a tʃ u k u,,tandioy1978,530,,,,,4108
Raimondi-74_mountain-1,,Raimondi,74_mountain,hirka,hirka,x i ɾ k a,,parkerchavez1976,165,,,,,195
SanPedro-74_mountain-1,,SanPedro,74_mountain,urqu,urqu,o ɾ q u,,shimelman2017,528,,,,,4106
Santiagueno-74_mountain-1,,Santiagueno,74_mountain,orqo,orqo,o ɾ q o,,juanatey2021,528,,,,,4106
SantoTomas-74_mountain-1,,SantoTomas,74_mountain,"vrco, caca",vrco,u r k o,,santotomas1951,528,,,,,4106
SantoTomas-74_mountain-2,,SantoTomas,74_mountain,"vrco, caca",caca,k a k a,,santotomas1951,493,,,,aymara,38
Serena-74_mountain-1,,Serena,74_mountain,urku,urku,u r k u,,heggarty2005,528,,,,,4106
Sullkatiti-74_mountain-1,,Sullkatiti,74_mountain,quλu,quλu,q u ʎ u,,heggarty2005,254,,,,,243
Taquile-74_mountain-1,,Taquile,74_mountain,urqu,urqu,u r q u,,heggarty2005,528,,,,,4106
Tarma-74_mountain-1,,Tarma,74_mountain,hirka,hirka,x i ɾ k a,,adelaar1977,165,,,,,195
Troje-74_mountain-1,,Troje,74_mountain,urku,urku,u r k u,,heggarty2005,528,,,,,4106
Tsimu-74_mountain-1,,Tsimu,74_mountain,ó:χsái,ó:χsái,oː χ s ai,,cerron2016,529,,,,,4107
Wari-74_mountain-1,,Wari,74_mountain,hirka,hirka,x i ɾ k a,,parkerchavez1976,165,,,,,195
Yanac-74_mountain-1,,Yanac,74_mountain,qaqa,qaqa,q a q a,,heggarty2005,493,,,,aymara,38
Anonimo-75_fire-1,,Anonimo,75_fire,nina,nina,n i n a,,valera1586,152,,,,,1887
Apuri-75_fire-1,,Apuri,75_fire,nina,nina,n i n a,,shimelman2017,152,,,,,1887
Apurimac-75_fire-1,,Apurimac,75_fire,nina,nina,n i n a,,camacho2007,152,,,,,1887
Arma-75_fire-1,,Arma,75_fire,nina,nina,n i n a,,galvez2003,152,,,,,1887
Atalla-75_fire-1,,Atalla,75_fire,nina,nina,n i n a,,heggarty2005,152,,,,,1887
Ayacucho-75_fire-1,,Ayacucho,75_fire,nina,nina,n i n a,,soto1976,152,,,,,1887
Bobonaza-75_fire-1,,Bobonaza,75_fire,nina,nina,n i n a,,orrwrisley1981,152,,,,,1887
Cacra-Hongos-75_fire-1,,Cacra-Hongos,75_fire,nina,nina,n i n a,,shimelman2017,152,,,,,1887
Chachapoyas-75_fire-1,,Chachapoyas,75_fire,nina,nina,n i n a,,taylor2006,152,,,,,1887
Chacpar-75_fire-1,,Chacpar,75_fire,nina,nina,n i n a,,heggarty2005,152,,,,,1887
Chetilla-75_fire-1,,Chetilla,75_fire,nina,nina,n i n a,,heggarty2005,152,,,,,1887
Chipaya-75_fire-1,,Chipaya,75_fire,zhqeti,zhqeti,z h q e t i,,heggarty2005,153,,,,,1888
Curva-75_fire-1,,Curva,75_fire,nina,nina,n i n a,,heggarty2005,152,,,,,1887
Cuzco-75_fire-1,,Cuzco,75_fire,nina,nina,n i n a,,heggarty2005,152,,,,,1887
CuzquenoAntiguo-75_fire-1,,CuzquenoAntiguo,75_fire,nina,nina,n i n a,,holguin1608,152,,,,,1887
Huallaga-75_fire-1,,Huallaga,75_fire,nina,nina,n i n a,,heggarty2005,152,,,,,1887
Huanca-75_fire-1,,Huanca,75_fire,nina,nina,n i n a,,cerron2018,152,,,,,1887
Huancane-75_fire-1,,Huancane,75_fire,nina,nina,n i n a,,heggarty2005,397,,,,,327
Huangascar-75_fire-1,,Huangascar,75_fire,nina,nina,n i n a,,shimelman2017,152,,,,,1887
HuarazHuailas-75_fire-1,,HuarazHuailas,75_fire,nina,nina,ɲ i ɲ a,,parkerchavez1976,152,,,,,1887
Imbabura-75_fire-1,,Imbabura,75_fire,nina,nina,n i n a,,gomez2009,152,,,,,1887
Inkawasi-75_fire-1,,Inkawasi,75_fire,nina,nina,n i n a,,heggarty2005,152,,,,,1887
Iruhito-75_fire-1,,Iruhito,75_fire,ú:χ,ú:χ,uː χ,,cerron2016,154,,,,,1889
Jaqaru-75_fire-1,,Jaqaru,75_fire,nina,nina,n i n a,,heggarty2005,397,,,,,327
Kawki-75_fire-1,,Kawki,75_fire,nina,nina,n i n a,,heggarty2005,397,,,,,327
Lamas-75_fire-1,,Lamas,75_fire,nina,nina,n i n a,,taylor2006,152,,,,,1887
Laraos-75_fire-1,,Laraos,75_fire,nina,nina,n i n a,,heggarty2005,152,,,,,1887
Lincha-Tana-75_fire-1,,Lincha-Tana,75_fire,nina,nina,n i n a,,shimelman2017,152,,,,,1887
Maragua-75_fire-1,,Maragua,75_fire,nina,nina,n i n a,,heggarty2005,152,,,,,1887
Napo-75_fire-1,,Napo,75_fire,nina,nina,n i n a,,orrwrisley1981,152,,,,,1887
Pacaraos-75_fire-1,,Pacaraos,75_fire,nina,nina,n i n a,,adelaar1982,152,,,,,1887
Pastaza-75_fire-1,,Pastaza,75_fire,nina,nina,n i n a,,landerman1973,152,,,,,1887
Pocona-75_fire-1,,Pocona,75_fire,nina,nina,n i n a,,heggarty2005,152,,,,,1887
Puki-75_fire-1,,Puki,75_fire,nina,nina,n i n a,,heggarty2005,397,,,,,327
Puno-75_fire-1,,Puno,75_fire,nina,nina,n i n a,,heggarty2005,152,,,,,1887
Putumayo-75_fire-1,,Putumayo,75_fire,nina,nina,n i n a,,tandioy1978,152,,,,,1887
Raimondi-75_fire-1,,Raimondi,75_fire,nina,nina,ɲ i ɲ a,,parkerchavez1976,152,,,,,1887
SanPedro-75_fire-1,,SanPedro,75_fire,nina,nina,n i n a,,shimelman2017,152,,,,,1887
Santiagueno-75_fire-1,,Santiagueno,75_fire,nina,nina,n i n a,,juanatey2021,152,,,,,1887
SantoTomas-75_fire-1,,SantoTomas,75_fire,nina,nina,n i n a,,santotomas1951,152,,,,,1887
Serena-75_fire-1,,Serena,75_fire,nina,nina,n i n a,,heggarty2005,152,,,,,1887
Sullkatiti-75_fire-1,,Sullkatiti,75_fire,nina,nina,n i n a,,heggarty2005,397,,,,,327
Taquile-75_fire-1,,Taquile,75_fire,nina,nina,n i n a,,heggarty2005,152,,,,,1887
Tarma-75_fire-1,,Tarma,75_fire,nina,nina,n i n a,,adelaar1977,152,,,,,1887
Troje-75_fire-1,,Troje,75_fire,nina,nina,n i n a,,heggarty2005,152,,,,,1887
Tsimu-75_fire-1,,Tsimu,75_fire,ó:χi,ó:χi,oː χ i,,cerron2016,154,,,,,1889
Wari-75_fire-1,,Wari,75_fire,nina,nina,ɲ i ɲ a,,parkerchavez1976,152,,,,,1887
Yanac-75_fire-1,,Yanac,75_fire,nina,nina,n i n a,,heggarty2005,152,,,,,1887
Anonimo-76_smoke-1,,Anonimo,76_smoke,coʃni,coʃni,k ɔ s̺ n i,,valera1586,681,,,,,5991
Apuri-76_smoke-1,,Apuri,76_smoke,hushta,hushta,h u ʃ t a,,shimelman2017,307,,,,,276
Apurimac-76_smoke-1,,Apurimac,76_smoke,qosñi,qosñi,q o s ɲ i,,camacho2007,681,,,,,5991
Arma-76_smoke-1,,Arma,76_smoke,qusni,qusni,χ u s n i,,galvez2003,681,,,,,5991
Atalla-76_smoke-1,,Atalla,76_smoke,χu.sñi,χu.sñi,χ u s ɲ i,,heggarty2005,681,,,,,5991
Ayacucho-76_smoke-1,,Ayacucho,76_smoke,qosni,qosni,χ o s n i,,soto1976,681,,,,,5991
Bobonaza-76_smoke-1,,Bobonaza,76_smoke,cushni,cushni,k u ʃ n i,,orrwrisley1981,681,,,,,5991
Cacra-Hongos-76_smoke-1,,Cacra-Hongos,76_smoke,hushta,hushta,h u ʃ t a,,shimelman2017,307,,,,,276
Chachapoyas-76_smoke-1,,Chachapoyas,76_smoke,kusni,kusni,k u s n i,,taylor2006,681,,,,,5991
Chacpar-76_smoke-1,,Chacpar,76_smoke,qu.šñi,qu.šñi,q u ʃ ɲ i,,heggarty2005,681,,,,,5991
Chetilla-76_smoke-1,,Chetilla,76_smoke,qu.nday,qu.nday,q u n d ai,,heggarty2005,307,,,,,276
Chipaya-76_smoke-1,,Chipaya,76_smoke,zhqeti,zhqeti,z h q e t i,,heggarty2005,683,,,,,5995
Curva-76_smoke-1,,Curva,76_smoke,q'u.sñi,q'u.sñi,qʼ u s ɲ i,,heggarty2005,681,,,,,5991
Cuzco-76_smoke-1,,Cuzco,76_smoke,q'u.sñi,q'u.sñi,qʼ u s ɲ i,,heggarty2005,681,,,,,5991
CuzquenoAntiguo-76_smoke-1,,CuzquenoAntiguo,76_smoke,kozni,kozni,k u s n i,,holguin1608,681,,,,,5991
Huallaga-76_smoke-1,,Huallaga,76_smoke,qu.štay,qu.štay,q u ʃ t ai,,heggarty2005,307,,,,,276
Jauja-76_smoke-1,,Jauja,76_smoke,huntay,huntay,h u n t ai,,cerron1976,307,,,,,276
Huanca-76_smoke-1,,Huanca,76_smoke,huntay,huntay,h u n t ai,,cerron1976,307,,,,,276
Huancane-76_smoke-1,,Huancane,76_smoke,huq'i,huq'i,h u qʼ i,,heggarty2005,682,,,,,5993
Huangascar-76_smoke-1,,Huangascar,76_smoke,hushta,hushta,h u ʃ t a,,shimelman2017,307,,,,,276
HuarazHuailas-76_smoke-1,,HuarazHuailas,76_smoke,qoshni,qoshni,q o s n i,,parkerchavez1976,681,,,,,5991
Imbabura-76_smoke-1,,Imbabura,76_smoke,kushni,kushni,k u ʃ n i,,gomez2009,681,,,,,5991
Inkawasi-76_smoke-1,,Inkawasi,76_smoke,χu.nday,χu.nday,χ u n d ai,,heggarty2005,307,,,,,276
Jaqaru-76_smoke-1,,Jaqaru,76_smoke,"ts'usqi, ts'usqi",ts'usqi,tsʼ u s q i,,heggarty2005,684,,,,,5996
Jaqaru-76_smoke-2,,Jaqaru,76_smoke,"ts'usqi, ts'usqi",ts'usqi,tsʼ u s q i,,heggarty2005,684,,,,,5996
Kawki-76_smoke-1,,Kawki,76_smoke,"ĉ'usqi, ts'usqi",ĉ'usqi,ʈʂ’ u s q i,,heggarty2005,684,,,,,5996
Kawki-76_smoke-2,,Kawki,76_smoke,"ĉ'usqi, ts'usqi",ts'usqi,tsʼ u s q i,,heggarty2005,684,,,,,5996
Lamas-76_smoke-1,,Lamas,76_smoke,kusni,kusni,k u s n i,,taylor2006,681,,,,,5991
Laraos-76_smoke-1,,Laraos,76_smoke,qu.šni,qu.šni,q u ʃ n i,,heggarty2005,681,,,,,5991
Lincha-Tana-76_smoke-1,,Lincha-Tana,76_smoke,hushta,hushta,h u ʃ t a,,shimelman2017,307,,,,,276
Maragua-76_smoke-1,,Maragua,76_smoke,q'u.sñi,q'u.sñi,qʼ u s ɲ i,,heggarty2005,681,,,,,5991
Napo-76_smoke-1,,Napo,76_smoke,cushni,cushni,k u ʃ n i,,orrwrisley1981,681,,,,,5991
Pacaraos-76_smoke-1,,Pacaraos,76_smoke,quyay,quyay,χ o j ai,,adelaar1982,307,,,,,276
Pastaza-76_smoke-1,,Pastaza,76_smoke,cushni,cushni,k u ʃ n i,,landerman1973,681,,,,,5991
Pocona-76_smoke-1,,Pocona,76_smoke,q'u.šñi,q'u.šñi,qʼ u ʃ ɲ i,,heggarty2005,681,,,,,5991
Puki-76_smoke-1,,Puki,76_smoke,hiq'i,hiq'i,h i qʼ i,,heggarty2005,682,,,,,5993
Puno-76_smoke-1,,Puno,76_smoke,q'u.šñi,q'u.šñi,qʼ u ʃ ɲ i,,heggarty2005,681,,,,,5991
Putumayo-76_smoke-1,,Putumayo,76_smoke,cusni,cusni,k u s n i,,tandioy1978,681,,,,,5991
SanPedro-76_smoke-1,,SanPedro,76_smoke,hushta,hushta,h u ʃ t a,,shimelman2017,307,,,,,276
Santiagueno-76_smoke-1,,Santiagueno,76_smoke,qosni,qosni,q o s n i,,juanatey2021,681,,,,,5991
SantoTomas-76_smoke-1,,SantoTomas,76_smoke,"cozii, quonda",cozii,k o s i,,santotomas1951,681,,,,,5991
SantoTomas-76_smoke-2,,SantoTomas,76_smoke,"cozii, quonda",quonda,q o n d a,,santotomas1951,307,,,,,276
Serena-76_smoke-1,,Serena,76_smoke,ku.šñi,ku.šñi,k u ʃ ɲ i,,heggarty2005,681,,,,,5991
Sullkatiti-76_smoke-1,,Sullkatiti,76_smoke,hiq'i,hiq'i,h i qʼ i,,heggarty2005,682,,,,,5993
Taquile-76_smoke-1,,Taquile,76_smoke,q'u.sni,q'u.sni,qʼ u s n i,,heggarty2005,681,,,,,5991
Tarma-76_smoke-1,,Tarma,76_smoke,xušĉi,xušĉi,χ o ʂ ʈʂ i,,adelaar1977,307,,,,,276
Troje-76_smoke-1,,Troje,76_smoke,ku.šni,ku.šni,k u ʃ n i,,heggarty2005,681,,,,,5991
Wari-76_smoke-1,,Wari,76_smoke,qoshtay,qoshtay,q o ʃ t ai,,parkerchavez1976,307,,,,,276
Yanac-76_smoke-1,,Yanac,76_smoke,qu.nte,qu.nte,q u n t e,,heggarty2005,307,,,,,276
Anonimo-77_ash-1,,Anonimo,77_ash,vchpa,vchpa,u tʃ p a,,valera1586,1,,,,,1
Apuri-77_ash-1,,Apuri,77_ash,utrpa,utrpa,u ʈ p a,,shimelman2017,1,,,,,1
Apurimac-77_ash-1,,Apurimac,77_ash,uspa,uspa,u s p a,,camacho2007,1,,,,,1
Arma-77_ash-1,,Arma,77_ash,uchpa,uchpa,u tʃ p a,,galvez2003,1,,,,,1
Atalla-77_ash-1,,Atalla,77_ash,učpa,učpa,u tʃ p a,,heggarty2005,1,,,,,1
Ayacucho-77_ash-1,,Ayacucho,77_ash,uchpa,uchpa,u tʃ p a,,soto1976,1,,,,,1
Bobonaza-77_ash-1,,Bobonaza,77_ash,ushpa,ushpa,u ʃ p a,,orrwrisley1981,1,,,,,1
Cacra-Hongos-77_ash-1,,Cacra-Hongos,77_ash,utrpa,utrpa,u ʈ p a,,shimelman2017,1,,,,,1
Chachapoyas-77_ash-1,,Chachapoyas,77_ash,uĉpa,uĉpa,u ʈʂ p a,,taylor2006,1,,,,,1
Chacpar-77_ash-1,,Chacpar,77_ash,učpa,učpa,u tʃ p a,,heggarty2005,1,,,,,1
Chetilla-77_ash-1,,Chetilla,77_ash,uŝpa,uŝpa,u ʂ p a,,heggarty2005,1,,,,,1
Chipaya-77_ash-1,,Chipaya,77_ash,qhup,qhup,qʰ u p,,heggarty2005,174,,,,,2
Curva-77_ash-1,,Curva,77_ash,učpha,učpha,u tʃ pʰ a,,heggarty2005,1,,,,,1
Cuzco-77_ash-1,,Cuzco,77_ash,uspha,uspha,u s pʰ a,,heggarty2005,1,,,,,1
CuzquenoAntiguo-77_ash-1,,CuzquenoAntiguo,77_ash,vchpa,vchpa,u tʃ p a,,holguin1608,1,,,,,1
Huallaga-77_ash-1,,Huallaga,77_ash,učpa,učpa,u tʃ p a,,heggarty2005,1,,,,,1
Huanca-77_ash-1,,Huanca,77_ash,utrpa,utrpa,u ʈʂ p a,,cerron2018,1,,,,,1
Huancane-77_ash-1,,Huancane,77_ash,qhiλa,qhiλa,qʰ i ʎ a,,heggarty2005,174,,,,,2
Huangascar-77_ash-1,,Huangascar,77_ash,utrpa,utrpa,u ʈ p a,,shimelman2017,1,,,,,1
HuarazHuailas-77_ash-1,,HuarazHuailas,77_ash,uchpa,uchpa,u tʃ p a,,parkerchavez1976,1,,,,,1
Imbabura-77_ash-1,,Imbabura,77_ash,uchufa,uchufa,u tʃ u f a,,gomez2009,1,,,,,1
Inkawasi-77_ash-1,,Inkawasi,77_ash,uĉpa,uĉpa,u ʈʂ p a,,heggarty2005,1,,,,,1
Iruhito-77_ash-1,,Iruhito,77_ash,kílya,kílya,k i ʎ a,,cerron2016,174,,,,,2
Jaqaru-77_ash-1,,Jaqaru,77_ash,qhiλpi,qhiλpi,qʰ i ʎ p i,,heggarty2005,174,,,,,2
Kawki-77_ash-1,,Kawki,77_ash,qhiλpi,qhiλpi,qʰ i ʎ p i,,heggarty2005,174,,,,,2
Lamas-77_ash-1,,Lamas,77_ash,uchpa,uchpa,u tʃ p a,,taylor2006,1,,,,,1
Laraos-77_ash-1,,Laraos,77_ash,uĉpa,uĉpa,u ʈʂ p a,,heggarty2005,1,,,,,1
Lincha-Tana-77_ash-1,,Lincha-Tana,77_ash,utrpa,utrpa,u ʈ p a,,shimelman2017,1,,,,,1
Maragua-77_ash-1,,Maragua,77_ash,ušpha,ušpha,u ʃ pʰ a,,heggarty2005,1,,,,,1
Napo-77_ash-1,,Napo,77_ash,ushpa,ushpa,u ʃ p a,,orrwrisley1981,1,,,,,1
Pacaraos-77_ash-1,,Pacaraos,77_ash,utrpa,utrpa,u ʈʂ p a,,adelaar1982,1,,,,,1
Pastaza-77_ash-1,,Pastaza,77_ash,uchpa,uchpa,u tʃ p a,,landerman1973,1,,,,,1
Pocona-77_ash-1,,Pocona,77_ash,ušpha,ušpha,u ʃ pʰ a,,heggarty2005,1,,,,,1
Puki-77_ash-1,,Puki,77_ash,qhiλa,qhiλa,qʰ i ʎ a,,heggarty2005,174,,,,,2
Puno-77_ash-1,,Puno,77_ash,uspha,uspha,u s pʰ a,,heggarty2005,1,,,,,1
Putumayo-77_ash-1,,Putumayo,77_ash,uchpa,uchpa,u tʃ p a,,tandioy1978,1,,,,,1
Raimondi-77_ash-1,,Raimondi,77_ash,uchpa,uchpa,u tʃ p a,,parkerchavez1976,1,,,,,1
SanPedro-77_ash-1,,SanPedro,77_ash,utrpa,utrpa,u ʈ p a,,shimelman2017,1,,,,,1
Santiagueno-77_ash-1,,Santiagueno,77_ash,ushpa,ushpa,u ʃ p a,,juanatey2021,1,,,,,1
SantoTomas-77_ash-1,,SantoTomas,77_ash,vxpa,vxpa,u χ p a,,santotomas1951,1,,,,,1
Serena-77_ash-1,,Serena,77_ash,ušpa,ušpa,u ʃ p a,,heggarty2005,1,,,,,1
Sullkatiti-77_ash-1,,Sullkatiti,77_ash,qhiλa,qhiλa,qʰ i ʎ a,,heggarty2005,174,,,,,2
Taquile-77_ash-1,,Taquile,77_ash,ušpha,ušpha,u ʃ pʰ a,,heggarty2005,1,,,,,1
Troje-77_ash-1,,Troje,77_ash,ušpa,ušpa,u ʃ p a,,heggarty2005,1,,,,,1
Tsimu-77_ash-1,,Tsimu,77_ash,kí:lya,kí:lya,k iː ʎ a,,cerron2016,174,,,,,2
Wari-77_ash-1,,Wari,77_ash,uchpa,uchpa,u tʃ p a,,parkerchavez1976,1,,,,,1
Yanac-77_ash-1,,Yanac,77_ash,učpa,učpa,u tʃ p a,,heggarty2005,1,,,,,1
Anonimo-78_stone-1,,Anonimo,78_stone,rumi,rumi,r u m i,,valera1586,705,,,,,6287
Apuri-78_stone-1,,Apuri,78_stone,rumi,rumi,ɾ u m i,,shimelman2017,705,,,,,6287
Apurimac-78_stone-1,,Apurimac,78_stone,rumi,rumi,r u m i,,camacho2007,705,,,,,6287
Arma-78_stone-1,,Arma,78_stone,rumi,rumi,ɾ u m i,,galvez2003,705,,,,,6287
Atalla-78_stone-1,,Atalla,78_stone,rumi,rumi,r u m i,,heggarty2005,705,,,,,6287
Ayacucho-78_stone-1,,Ayacucho,78_stone,rumi,rumi,ɾ u m i,,soto1976,705,,,,,6287
Bobonaza-78_stone-1,,Bobonaza,78_stone,rumi,rumi,r u m i,,orrwrisley1981,705,,,,,6287
Cacra-Hongos-78_stone-1,,Cacra-Hongos,78_stone,rumi,rumi,l u m i,,shimelman2017,705,,,,,6287
Chachapoyas-78_stone-1,,Chachapoyas,78_stone,rumi,rumi,r u m i,,taylor2006,705,,,,,6287
Chacpar-78_stone-1,,Chacpar,78_stone,rumi,rumi,r u m i,,heggarty2005,705,,,,,6287
Chetilla-78_stone-1,,Chetilla,78_stone,rumi,rumi,r u m i,,heggarty2005,705,,,,,6287
Chipaya-78_stone-1,,Chipaya,78_stone,maz,maz,m a z,,heggarty2005,706,,,,,6288
Curva-78_stone-1,,Curva,78_stone,rumi,rumi,r u m i,,heggarty2005,705,,,,,6287
Cuzco-78_stone-1,,Cuzco,78_stone,rumi,rumi,r u m i,,heggarty2005,705,,,,,6287
CuzquenoAntiguo-78_stone-1,,CuzquenoAntiguo,78_stone,rumi,rumi,r u m i,,holguin1608,705,,,,,6287
Huallaga-78_stone-1,,Huallaga,78_stone,rumi,rumi,r u m i,,heggarty2005,705,,,,,6287
Huanca-78_stone-1,,Huanca,78_stone,lumi,lumi,l u m i,,cerron2018,705,,,,,6287
Huancane-78_stone-1,,Huancane,78_stone,qala,qala,q a l a,,heggarty2005,707,,,,,6289
Huangascar-78_stone-1,,Huangascar,78_stone,rumi,rumi,ɾ u m i,,shimelman2017,705,,,,,6287
HuarazHuailas-78_stone-1,,HuarazHuailas,78_stone,rumi,rumi,ɾ u m i,,parkerchavez1976,705,,,,,6287
Imbabura-78_stone-1,,Imbabura,78_stone,rumi,rumi,ɾ u m i,,gomez2009,705,,,,,6287
Inkawasi-78_stone-1,,Inkawasi,78_stone,řumi,řumi,r̝ u m i,,heggarty2005,705,,,,,6287
Iruhito-78_stone-1,,Iruhito,78_stone,mási,mási,m a s i,,cerron2016,706,,,,,6288
Jaqaru-78_stone-1,,Jaqaru,78_stone,qala,qala,q a l a,,heggarty2005,707,,,,,6289
Kawki-78_stone-1,,Kawki,78_stone,qala,qala,q a l a,,heggarty2005,707,,,,,6289
Lamas-78_stone-1,,Lamas,78_stone,rumi,rumi,r u m i,,taylor2006,705,,,,,6287
Laraos-78_stone-1,,Laraos,78_stone,rumi,rumi,r u m i,,heggarty2005,705,,,,,6287
Lincha-Tana-78_stone-1,,Lincha-Tana,78_stone,rumi,rumi,l u m i,,shimelman2017,705,,,,,6287
Maragua-78_stone-1,,Maragua,78_stone,řumi,řumi,r̝ u m i,,heggarty2005,705,,,,,6287
Napo-78_stone-1,,Napo,78_stone,rumi,rumi,r u m i,,orrwrisley1981,705,,,,,6287
Pacaraos-78_stone-1,,Pacaraos,78_stone,"rrumay, rrumi",rrumay,r u m ai,,adelaar1982,705,,,,,6287
Pacaraos-78_stone-2,,Pacaraos,78_stone,"rrumay, rrumi",rrumi,r u m i,,adelaar1982,705,,,,,6287
Pastaza-78_stone-1,,Pastaza,78_stone,ɾumi,ɾumi,ɾ u m i,,landerman1973,705,,,,,6287
Pocona-78_stone-1,,Pocona,78_stone,rumi,rumi,r u m i,,heggarty2005,705,,,,,6287
Puki-78_stone-1,,Puki,78_stone,qala,qala,q a l a,,heggarty2005,707,,,,,6289
Puno-78_stone-1,,Puno,78_stone,rumi,rumi,r u m i,,heggarty2005,705,,,,,6287
Putumayo-78_stone-1,,Putumayo,78_stone,rumi,rumi,r u m i,,tandioy1978,705,,,,,6287
Raimondi-78_stone-1,,Raimondi,78_stone,rumi,rumi,ɾ u m i,,parkerchavez1976,705,,,,,6287
SanPedro-78_stone-1,,SanPedro,78_stone,rumi,rumi,ɾ u m i,,shimelman2017,705,,,,,6287
Santiagueno-78_stone-1,,Santiagueno,78_stone,rumi,rumi,ɾ u m i,,juanatey2021,705,,,,,6287
SantoTomas-78_stone-1,,SantoTomas,78_stone,rumi,rumi,r u m i,,santotomas1951,705,,,,,6287
Serena-78_stone-1,,Serena,78_stone,rumi,rumi,r u m i,,heggarty2005,705,,,,,6287
Sullkatiti-78_stone-1,,Sullkatiti,78_stone,qala,qala,q a l a,,heggarty2005,707,,,,,6289
Taquile-78_stone-1,,Taquile,78_stone,rumi,rumi,r u m i,,heggarty2005,705,,,,,6287
Tarma-78_stone-1,,Tarma,78_stone,rumi,rumi,ʐ u m i,,adelaar1977,705,,,,,6287
Troje-78_stone-1,,Troje,78_stone,rumi,rumi,r u m i,,heggarty2005,705,,,,,6287
Tsimu-78_stone-1,,Tsimu,78_stone,má:si,má:si,m aː s i,,cerron2016,706,,,,,6288
Wari-78_stone-1,,Wari,78_stone,rumi,rumi,ɾ u m i,,parkerchavez1976,705,,,,,6287
Yanac-78_stone-1,,Yanac,78_stone,rumi,rumi,r u m i,,heggarty2005,705,,,,,6287
Anonimo-79_sand-1,,Anonimo,79_sand,"tiu, aco",tiu,t i j u,,valera1586,631,,,,,5285
Anonimo-79_sand-2,,Anonimo,79_sand,"tiu, aco",aco,a k ɔ,,valera1586,632,,,,,5286
Apuri-79_sand-1,,Apuri,79_sand,aqu,aqu,a q o,,shimelman2017,632,,,,,5286
Apurimac-79_sand-1,,Apurimac,79_sand,aqo,aqo,a q o,,camacho2007,632,,,,,5286
Arma-79_sand-1,,Arma,79_sand,aqu,aqu,a χ u,,galvez2003,632,,,,,5286
Atalla-79_sand-1,,Atalla,79_sand,aχu,aχu,a χ u,,heggarty2005,632,,,,,5286
Ayacucho-79_sand-1,,Ayacucho,79_sand,aqo,aqo,a χ o,,soto1976,632,,,,,5286
Cacra-Hongos-79_sand-1,,Cacra-Hongos,79_sand,aqu,aqu,a q o,,shimelman2017,632,,,,,5286
Chachapoyas-79_sand-1,,Chachapoyas,79_sand,tiyu,tiyu,t i j u,,taylor2006,631,,,,,5285
Chacpar-79_sand-1,,Chacpar,79_sand,arena,arena,a r e n a,,heggarty2005,634,,,,esp,5288
Chetilla-79_sand-1,,Chetilla,79_sand,aγu,aγu,a ʁ u,,heggarty2005,632,,,,,5286
Chipaya-79_sand-1,,Chipaya,79_sand,phila,phila,pʰ i l a,,heggarty2005,151,,,,,188
Curva-79_sand-1,,Curva,79_sand,aqu,aqu,a q u,,heggarty2005,632,,,,,5286
